task_id,model,split_id,method,reference_group,repeat,fold,seed,n_train,n_test,fit_seed,r2,rmse,mae,kendall_tau,predictive_nll,mean_predictive_std,pit_cdf_mae,abs_residual_std_spearman,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,n_features,fit_seconds,selected_stop_reason
67,pc_top,split_004,lolo,P(o-Tol)3,0,4,42,2688,384,42,0.32825248792750517,22.507170996915573,17.525380406181018,0.5919664919531857,4.766668227375573,14.903476521372795,0.25621390264026406,0.04481070496083551,0.3854166666666667,20.10448431190781,0.5833333333333334,38.199147336045,0.8229166666666666,58.42055445265794,16,19.480334955267608,fixed_epoch_budget_no_plateau_test
68,pc_top,split_005,lolo,P(tBu)3,0,5,42,2688,384,42,0.5670278794477294,19.020876374396206,16.47355167945226,0.6775011748779068,4.371810353294257,17.79517352581024,0.1172751650165016,-0.07078187364269373,0.2916666666666667,24.00532429223935,0.8125,45.61086498227988,0.9713541666666666,69.75579841845745,16,19.47167721018195,fixed_epoch_budget_no_plateau_test
69,pc_top,split_006,lolo,SPhos,0,6,42,2688,384,42,0.732884951100643,14.423808199010212,10.37192498644193,0.7187619006445976,4.101019733361566,16.07977165778478,0.08941831683168316,-0.10416504187718288,0.65625,21.691282337338578,0.8307291666666666,41.214113083267556,0.9479166666666666,63.031546657772175,16,19.413016315549612,fixed_epoch_budget_no_plateau_test
70,pc_top,split_007,lolo,XPhos,0,7,42,2688,384,42,0.522938006654479,18.659114191778755,16.258807278076805,0.7514943011431338,4.346765080848702,18.42424380282561,0.040994224422442244,-0.14142640975212775,0.3645833333333333,24.853927200239102,0.7708333333333334,47.22323697897312,1.0,72.22170859184696,16,19.394268311560154,fixed_epoch_budget_no_plateau_test
71,pc_top,split_008,iid_matched,,0,0,42,2688,384,42,0.9267794209626441,8.239289193579474,5.736578862667083,0.817430099496143,3.734039279158061,14.153742283582687,0.1072266914191419,0.09910735478620597,0.7994791666666666,19.09310819438681,0.9583333333333334,36.2775011636804,0.9921875,55.48165024456753,16,25.408897187560797,fixed_epoch_budget_no_plateau_test
72,pc_top,split_009,iid_matched,,0,1,42,2688,384,42,0.932544178709783,7.669130247883686,5.69381897131602,0.8131676875094758,3.724992622735025,14.319167817632357,0.10638510726072607,0.003003034824183649,0.796875,19.31626384866124,0.9713541666666666,36.701503867965215,1.0,56.13010642228884,16,19.117504867725074,fixed_epoch_budget_no_plateau_test
73,pc_top,split_010,iid_matched,,0,2,42,2688,384,42,0.9335812399581093,7.825474445685981,5.45620086034139,0.8195183002993989,3.7232339180447576,14.196380267540613,0.11256394389438944,-0.059401173239293344,0.7994791666666666,19.150625960684103,0.9609375,36.38678671386629,0.9947916666666666,55.6487880704294,16,19.091661219485104,fixed_epoch_budget_no_plateau_test
74,pc_top,split_011,iid_matched,,0,3,42,2688,384,42,0.9195722180752463,8.489293953129655,5.923292751113574,0.805129811057501,3.751608956693316,14.174186366299788,0.1035220709570957,-0.03004030890780238,0.8151041666666666,19.120686842876506,0.9505208333333334,36.32990145610485,0.9869791666666666,55.56178957621248,16,19.323227709159255,fixed_epoch_budget_no_plateau_test
75,pc_top,split_012,iid_matched,,0,4,42,2688,384,42,0.92973076384377,7.876843292104215,5.626995106140772,0.8262285741284597,3.723434422930742,14.216653058926264,0.10751856435643563,0.014960072564511205,0.8098958333333334,19.177973540679073,0.9661458333333334,36.43874796894277,0.9947916666666666,55.72825595239334,16,19.394461593590677,fixed_epoch_budget_no_plateau_test
76,pc_top,split_013,iid_matched,,0,5,42,2688,384,42,0.9405931293860074,7.387023836331472,5.2278093538681665,0.8246622136275259,3.7093614679626357,14.272301117579142,0.11943275577557753,0.002797887491098979,0.8463541666666666,19.253041631038425,0.9713541666666666,36.581379682314996,0.9973958333333334,55.94639233393176,16,19.385856417007744,fixed_epoch_budget_no_plateau_test
77,pc_top,split_014,iid_matched,,0,6,42,2688,384,42,0.9312379728994594,7.827794085656771,5.2974281066656115,0.8096588439815627,3.7402066977496466,14.422430366277695,0.12043729372937294,-0.11314087348682648,0.8411458333333334,19.45556290994205,0.953125,36.96617642972233,0.9921875,56.534888174882205,16,19.438781175762415,fixed_epoch_budget_no_plateau_test
78,pc_top,split_015,iid_matched,,0,7,42,2688,384,42,0.910025967471176,9.12620566582361,6.250561414758365,0.8084423534961822,3.775878363250019,14.131207828720411,0.0967151402640264,-0.04638597368688752,0.7734375,19.06270967672509,0.9609375,36.219743031865505,0.984375,55.39331680468492,16,19.198745629750192,fixed_epoch_budget_no_plateau_test
79,pc_top,split_016,kfold,,0,0,42,2457,615,42,0.9251834404678042,8.171885553635944,5.776097582437158,0.8120719382382818,3.7380845005138843,14.261123370348923,0.10600177090879818,0.05569361916386626,0.8016260162601626,19.237963079164295,0.9626016260162602,36.552729963390696,0.9951219512195122,55.902576369932724,16,24.993931964039803,fixed_epoch_budget_no_plateau_test
80,pc_top,split_017,kfold,,0,1,42,2457,615,42,0.9282505797665441,8.132025376328318,5.658237394875628,0.8117781374170088,3.7416044510239876,14.339125766599082,0.10958705626660226,0.05524874219908325,0.8016260162601626,19.343186712687228,0.959349593495935,36.75265814945194,0.9934959349593496,56.20834014464898,16,19.733346560038626,fixed_epoch_budget_no_plateau_test
